Istanti con almeno un valore watt > 10000 W
IMEI: 86853106211173
Totale record anomali: 235
======================================================================
Data/Ora (UTC)               w_min    w_max  w_medio
2025-11-15 12:47:00            229    12092     1792
2025-11-15 13:38:00            189    10182     2921
2025-11-15 13:42:00            113    10878     1870
2025-11-15 15:57:00            128    10539     2432
2025-11-15 16:22:00            266    15963     1267
2025-11-15 16:23:00            267    10467     1491
2025-11-15 16:37:00            268    11003     2699
2025-11-15 16:38:00            268    10732      838
2025-11-15 16:49:00            128    12979      990
2025-11-15 16:50:00            231    15896     2993
2025-11-15 17:29:00            198    15097     3956
2025-11-15 17:41:00            224    10157     3049
2025-11-15 17:44:00            127    15097      569
2025-11-15 17:45:00            137    10782     2033
2025-11-15 17:58:00            142    14015     3456
2025-11-15 18:01:00            332    12599     3708
2025-11-15 18:02:00            275    16242      623
2025-11-15 18:03:00            267    11623     3875
2025-11-15 18:12:00            265    11350     3220
2025-11-15 19:36:00            132    11890      290
2025-11-15 21:26:00            128    10518     2606
2025-11-15 21:39:00            209    17151     3232
2025-11-15 21:45:00            250    17474     3746
2025-11-15 21:54:00            245    11031     3971
2025-11-15 22:15:00            142    11702     2253
2025-11-16 00:03:00            148    15849     2575
2025-11-16 01:56:00            139    14659     2787
2025-11-16 03:02:00            131    14932     1707
2025-11-16 03:03:00            258    10445     1559
2025-11-16 03:07:00            229    15930     2586
2025-11-16 05:01:00            129    11968     1136
2025-11-16 05:02:00            268    10426     2567
2025-11-16 05:07:00            196    11054     2140
2025-11-16 05:08:00            171    11107     1733
2025-11-16 06:21:00            112    10333     1097
2025-11-16 06:22:00            212    12571     1919
2025-11-16 07:10:00            113    10326     1245
2025-11-16 07:11:00            175    10491     2035
2025-11-16 07:24:00            112    16949      594
2025-11-16 07:25:00            156    10876     2928
2025-11-16 07:33:00            262    16915     3343
2025-11-16 07:42:00            148    10729     2973
2025-11-16 08:09:00            137    16160     2837
2025-11-16 08:27:00            169    10817     3401
2025-11-16 08:33:00            166    16910     2782
2025-11-16 08:46:00            127    16697     3678
2025-11-16 09:28:00            156    16393      456
2025-11-16 09:29:00            171    10787     3298
2025-11-16 09:39:00            113    10101     2314
2025-11-16 09:41:00            254    10858     1829
2025-11-16 09:42:00            253    11008     1850
2025-11-16 11:09:00            113    10171     2464
2025-11-16 11:13:00            126    15678     1894
2025-11-16 14:36:00            162    12043     3068
2025-11-16 15:07:00            127    14629      857
2025-11-16 15:08:00            186    11398     2996
2025-11-16 15:55:00            223    14414     1765
2025-11-16 15:56:00            223    11078     2156
2025-11-16 16:17:00            266    17287     1436
2025-11-16 16:18:00            265    10986     1636
2025-11-16 16:30:00            130    15618     3042
2025-11-16 16:38:00            221    10759     1695
2025-11-16 16:39:00            221    10754     2157
2025-11-16 16:58:00            154    10152     3198
2025-11-16 17:05:00            164    10930     2993
2025-11-16 17:10:00            191    10738     2697
2025-11-16 19:24:00            247    12350     3335
2025-11-16 19:30:00            201    11044     3274
2025-11-16 19:31:00            225    10658      837
2025-11-16 21:09:00            228    16352      476
2025-11-16 21:10:00            275    12719     2666
2025-11-17 03:10:00            156    10903     2885
2025-11-17 03:23:00            247    16978     3713
2025-11-17 04:07:00            129    17381     1611
2025-11-17 04:08:00            271    11035     1800
2025-11-17 04:25:00            148    10650     2640
2025-11-17 04:29:00            226    12817     2551
2025-11-17 06:27:00            114    10507     1704
2025-11-17 06:28:00            212    10311      777
2025-11-17 06:33:00            196    11266     2460
2025-11-17 08:32:00            115    16688     2363
2025-11-17 08:33:00            146    10061      778
2025-11-17 08:37:00            115    15967     1086
2025-11-17 08:38:00            132    10871     1194
2025-11-17 09:35:00            262    14356     3838
2025-11-17 10:12:00            115    15697      531
2025-11-17 10:13:00            205    10339     2815
2025-11-17 10:16:00            157    13222     2866
2025-11-17 11:22:00            146    16002     1303
2025-11-17 11:23:00            237    11221     1974
2025-11-17 11:35:00            211    12963     2389
2025-11-17 11:36:00            136    10490     1136
2025-11-17 11:45:00            170    16536     3490
2025-11-17 12:44:00            112    17013     2279
2025-11-17 12:47:00            212    12621     2157
2025-11-17 12:59:00            214    10005     3060
2025-11-17 13:10:00            211    10017      455
2025-11-17 13:11:00            298    10055     3109
2025-11-17 13:19:00            168    10597     3528
2025-11-17 13:24:00            253    10846     1240
2025-11-17 13:25:00            251    10706     1616
2025-11-17 13:56:00            115    11882     2748
2025-11-17 14:01:00            174    10566     3220
2025-11-17 15:05:00            128    15296     2893
2025-11-17 15:25:00            131    11683     1196
2025-11-17 15:26:00            175    11598     2753
2025-11-17 15:31:00            142    10746     2494
2025-11-17 15:32:00            140    12936     1939
2025-11-17 16:00:00            141    16723     1863
2025-11-17 16:15:00            128    17855     1124
2025-11-17 16:16:00            267    10948     1497
2025-11-17 17:14:00            223    10236     2761
2025-11-17 17:35:00            129    15436     1976
2025-11-17 17:40:00            226    10952     2318
2025-11-17 18:58:00            227    15215     1194
2025-11-17 18:59:00            271    11153     2820
2025-11-17 19:53:00            156    10269     3223
2025-11-17 20:01:00            136    17297     2936
2025-11-17 20:11:00            130    16932     1731
2025-11-17 20:18:00            130    16552     2216
2025-11-17 20:50:00            133    10959     3383
2025-11-18 00:08:00            130    11508     1138
2025-11-18 00:09:00            247    15693     3052
2025-11-18 03:24:00            235    17914     3842
2025-11-18 03:42:00            128    14855     1065
2025-11-18 03:43:00            229    10987     2634
2025-11-18 04:15:00            172    11080     3325
2025-11-18 06:43:00            114    10466     3197
2025-11-18 07:55:00            264    11403     3462
2025-11-18 08:01:00            212    14449      567
2025-11-18 08:02:00            303    10477     3108
2025-11-27 09:19:00            207    23018      207
2025-11-27 10:16:00              1    37342        4
2025-12-02 14:25:00            297    23527      297
2025-12-08 10:39:00            118    18665      118
2025-12-12 11:32:00             64    38728      191
2025-12-12 13:04:00              1    18104        2
2025-12-14 12:36:00             64    60619      550
2025-12-15 07:44:00             77    47167      228
2025-12-16 13:31:00            241    33513      932
2025-12-19 11:58:00            124    39493      369
2025-12-25 11:09:00             22    41817       81
2025-12-25 13:13:00            155    23826      295
2025-12-26 14:02:00            105    48948      515
2025-12-27 11:44:00            116    35203      231
2025-12-27 13:40:00             61    29513       61
2025-12-30 10:15:00             16    38263       62
